"","Leto","Regija","Vrsta","Spol","Stevilo"
"2113","2014/15","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",163
"2114","2014/15","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",342
"2115","2014/15","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",481
"2116","2014/15","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Moški",2
"2117","2014/15","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Ženske",6
"2118","2014/15","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",70
"2119","2014/15","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",150
"2120","2014/15","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",296
"2121","2014/15","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",402
"2122","2014/15","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Moški",122
"2123","2014/15","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",103
"2124","2015/16","SLOVENIJA","Višje strokovno","Moški",6556
"2125","2015/16","SLOVENIJA","Višje strokovno","Ženske",4606
"2126","2015/16","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Ženske",1
"2127","2015/16","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",8973
"2128","2015/16","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",11405
"2129","2015/16","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",9713
"2130","2015/16","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",15200
"2131","2015/16","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Moški",10
"2132","2015/16","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Ženske",28
"2133","2015/16","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1510
"2134","2015/16","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",3284
"2135","2015/16","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",6379
"2136","2015/16","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",10802
"2137","2015/16","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1095
"2138","2015/16","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1236
"2139","2015/16","Pomurska","Višje strokovno","Moški",325
"2140","2015/16","Pomurska","Višje strokovno","Ženske",257
"2141","2015/16","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",372
"2142","2015/16","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",572
"2143","2015/16","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",448
"2144","2015/16","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",741
"2145","2015/16","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",80
"2146","2015/16","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",176
"2147","2015/16","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",305
"2148","2015/16","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",531
"2149","2015/16","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",47
"2150","2015/16","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",34
"2151","2015/16","Podravska","Višje strokovno","Moški",980
"2152","2015/16","Podravska","Višje strokovno","Ženske",869
"2153","2015/16","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1213
"2154","2015/16","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1596
"2155","2015/16","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1399
"2156","2015/16","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1951
"2157","2015/16","Podravska","Visokošolsko univerzitetno (prejšnje)","Moški",3
"2158","2015/16","Podravska","Visokošolsko univerzitetno (prejšnje)","Ženske",5
"2159","2015/16","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",182
"2160","2015/16","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",372
"2161","2015/16","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",894
"2162","2015/16","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1442
"2163","2015/16","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",126
"2164","2015/16","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",146
"2165","2015/16","Koroška","Višje strokovno","Moški",269
"2166","2015/16","Koroška","Višje strokovno","Ženske",185
"2167","2015/16","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",314
"2168","2015/16","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",364
"2169","2015/16","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",339
"2170","2015/16","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",501
"2171","2015/16","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",38
"2172","2015/16","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",102
"2173","2015/16","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",244
"2174","2015/16","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",362
"2175","2015/16","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",26
"2176","2015/16","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",20
"2177","2015/16","Savinjska","Višje strokovno","Moški",838
"2178","2015/16","Savinjska","Višje strokovno","Ženske",638
"2179","2015/16","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1272
"2180","2015/16","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1695
"2181","2015/16","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1043
"2182","2015/16","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1707
"2183","2015/16","Savinjska","Visokošolsko univerzitetno (prejšnje)","Ženske",3
"2184","2015/16","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",187
"2185","2015/16","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",367
"2186","2015/16","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",752
"2187","2015/16","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1310
"2188","2015/16","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",79
"2189","2015/16","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",111
"2190","2015/16","Zasavska","Višje strokovno","Moški",203
"2191","2015/16","Zasavska","Višje strokovno","Ženske",115
"2192","2015/16","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",245
"2193","2015/16","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",322
"2194","2015/16","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",228
"2195","2015/16","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",367
"2196","2015/16","Zasavska","Visokošolsko univerzitetno (prejšnje)","Moški",1
"2197","2015/16","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",28
"2198","2015/16","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",65
"2199","2015/16","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",152
"2200","2015/16","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",298
"2201","2015/16","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",16
"2202","2015/16","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",21
"2203","2015/16","Posavska","Višje strokovno","Moški",235
"2204","2015/16","Posavska","Višje strokovno","Ženske",179
"2205","2015/16","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",372
"2206","2015/16","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",431
"2207","2015/16","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",310
"2208","2015/16","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",532
"2209","2015/16","Posavska","Visokošolsko univerzitetno (prejšnje)","Ženske",3
"2210","2015/16","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",32
"2211","2015/16","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",87
"2212","2015/16","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",244
"2213","2015/16","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",414
"2214","2015/16","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",29
"2215","2015/16","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",32
"2216","2015/16","Jugovzhodna Slovenija","Višje strokovno","Moški",567
"2217","2015/16","Jugovzhodna Slovenija","Višje strokovno","Ženske",342
"2218","2015/16","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",735
"2219","2015/16","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",848
"2220","2015/16","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",585
"2221","2015/16","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1064
"2222","2015/16","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Moški",2
"2223","2015/16","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Ženske",3
"2224","2015/16","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",109
"2225","2015/16","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",217
"2226","2015/16","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",446
"2227","2015/16","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",765
"2228","2015/16","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",54
"2229","2015/16","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",61
"2230","2015/16","Osrednjeslovenska","Višje strokovno","Moški",1548
"2231","2015/16","Osrednjeslovenska","Višje strokovno","Ženske",1002
"2232","2015/16","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Ženske",1
"2233","2015/16","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2103
"2234","2015/16","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2742
"2235","2015/16","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",2780
"2236","2015/16","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",4127
"2237","2015/16","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Moški",1
"2238","2015/16","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Ženske",8
"2239","2015/16","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",493
"2240","2015/16","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",974
"2241","2015/16","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",1663
"2242","2015/16","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2768
"2243","2015/16","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",373
"2244","2015/16","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",471
"2245","2015/16","Gorenjska","Višje strokovno","Moški",822
"2246","2015/16","Gorenjska","Višje strokovno","Ženske",592
"2247","2015/16","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",875
"2248","2015/16","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1144
"2249","2015/16","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",927
"2250","2015/16","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1504
"2251","2015/16","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Moški",1
"2252","2015/16","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Ženske",3
"2253","2015/16","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",132
"2254","2015/16","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",351
"2255","2015/16","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",532
"2256","2015/16","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",968
"2257","2015/16","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",94
"2258","2015/16","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",93
"2259","2015/16","Primorsko-notranjska","Višje strokovno","Moški",157
"2260","2015/16","Primorsko-notranjska","Višje strokovno","Ženske",80
"2261","2015/16","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",283
"2262","2015/16","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",322
"2263","2015/16","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",173
"2264","2015/16","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",379
"2265","2015/16","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Moški",1
"2266","2015/16","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",18
"2267","2015/16","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",67
"2268","2015/16","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",126
"2269","2015/16","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",257
"2270","2015/16","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Moški",20
"2271","2015/16","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Ženske",36
"2272","2015/16","Goriška","Višje strokovno","Moški",351
"2273","2015/16","Goriška","Višje strokovno","Ženske",174
"2274","2015/16","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",566
"2275","2015/16","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",683
"2276","2015/16","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",601
"2277","2015/16","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1059
"2278","2015/16","Goriška","Visokošolsko univerzitetno (prejšnje)","Ženske",1
"2279","2015/16","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",75
"2280","2015/16","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",214
"2281","2015/16","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",397
"2282","2015/16","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",715
"2283","2015/16","Goriška","Doktorsko (3. bolonjska stopnja)","Moški",63
"2284","2015/16","Goriška","Doktorsko (3. bolonjska stopnja)","Ženske",56
"2285","2015/16","Obalno-kraška","Višje strokovno","Moški",168
"2286","2015/16","Obalno-kraška","Višje strokovno","Ženske",110
"2287","2015/16","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",452
"2288","2015/16","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",505
"2289","2015/16","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",490
"2290","2015/16","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",744
"2291","2015/16","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Moški",1
"2292","2015/16","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Ženske",1
"2293","2015/16","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",60
"2294","2015/16","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",132
"2295","2015/16","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",289
"2296","2015/16","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",518
"2297","2015/16","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Moški",39
"2298","2015/16","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Ženske",57
"2299","2015/16","stalno bivališče neznano ali v tujini","Višje strokovno","Moški",93
"2300","2015/16","stalno bivališče neznano ali v tujini","Višje strokovno","Ženske",63
"2301","2015/16","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",171
"2302","2015/16","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",181
"2303","2015/16","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",390
"2304","2015/16","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",524
"2305","2015/16","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Ženske",1
"2306","2015/16","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",76
"2307","2015/16","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",160
"2308","2015/16","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",335
"2309","2015/16","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",454
"2310","2015/16","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Moški",129
"2311","2015/16","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",98
"2312","2016/17","SLOVENIJA","Višje strokovno","Moški",6536
"2313","2016/17","SLOVENIJA","Višje strokovno","Ženske",4465
"2314","2016/17","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",8735
"2315","2016/17","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",11227
"2316","2016/17","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",9412
"2317","2016/17","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",14750
"2318","2016/17","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1521
"2319","2016/17","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",3249
"2320","2016/17","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",6403
"2321","2016/17","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",10691
"2322","2016/17","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1191
"2323","2016/17","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1367
"2324","2016/17","Pomurska","Višje strokovno","Moški",317
"2325","2016/17","Pomurska","Višje strokovno","Ženske",247
"2326","2016/17","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",387
"2327","2016/17","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",595
"2328","2016/17","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",415
"2329","2016/17","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",723
"2330","2016/17","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",76
"2331","2016/17","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",174
"2332","2016/17","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",271
"2333","2016/17","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",509
"2334","2016/17","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",41
"2335","2016/17","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",40
"2336","2016/17","Podravska","Višje strokovno","Moški",920
"2337","2016/17","Podravska","Višje strokovno","Ženske",843
"2338","2016/17","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1195
"2339","2016/17","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1602
"2340","2016/17","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1355
"2341","2016/17","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1847
"2342","2016/17","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",184
"2343","2016/17","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",366
"2344","2016/17","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",839
"2345","2016/17","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1406
"2346","2016/17","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",157
"2347","2016/17","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",175
"2348","2016/17","Koroška","Višje strokovno","Moški",262
"2349","2016/17","Koroška","Višje strokovno","Ženske",156
"2350","2016/17","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",314
"2351","2016/17","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",359
"2352","2016/17","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",311
"2353","2016/17","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",466
"2354","2016/17","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",48
"2355","2016/17","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",107
"2356","2016/17","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",239
"2357","2016/17","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",347
"2358","2016/17","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",30
"2359","2016/17","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",20
"2360","2016/17","Savinjska","Višje strokovno","Moški",857
"2361","2016/17","Savinjska","Višje strokovno","Ženske",572
"2362","2016/17","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1241
"2363","2016/17","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1566
"2364","2016/17","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",964
"2365","2016/17","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1699
"2366","2016/17","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",188
"2367","2016/17","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",368
"2368","2016/17","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",727
"2369","2016/17","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1284
"2370","2016/17","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",92
"2371","2016/17","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",115
"2372","2016/17","Zasavska","Višje strokovno","Moški",224
"2373","2016/17","Zasavska","Višje strokovno","Ženske",120
"2374","2016/17","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",243
"2375","2016/17","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",344
"2376","2016/17","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",210
"2377","2016/17","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",350
"2378","2016/17","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",35
"2379","2016/17","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",56
"2380","2016/17","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",162
"2381","2016/17","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",278
"2382","2016/17","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",21
"2383","2016/17","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",26
"2384","2016/17","Posavska","Višje strokovno","Moški",242
"2385","2016/17","Posavska","Višje strokovno","Ženske",166
"2386","2016/17","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",340
"2387","2016/17","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",463
"2388","2016/17","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",293
"2389","2016/17","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",501
"2390","2016/17","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",34
"2391","2016/17","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",81
"2392","2016/17","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",244
"2393","2016/17","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",402
"2394","2016/17","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",34
"2395","2016/17","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",31
"2396","2016/17","Jugovzhodna Slovenija","Višje strokovno","Moški",510
"2397","2016/17","Jugovzhodna Slovenija","Višje strokovno","Ženske",322
"2398","2016/17","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",673
"2399","2016/17","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",748
"2400","2016/17","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",553
"2401","2016/17","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",998
"2402","2016/17","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",104
"2403","2016/17","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",230
