"","Leto","Regija","Vrsta","Spol","Stevilo"
"2404","2016/17","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",439
"2405","2016/17","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",775
"2406","2016/17","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",59
"2407","2016/17","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",67
"2408","2016/17","Osrednjeslovenska","Višje strokovno","Moški",1549
"2409","2016/17","Osrednjeslovenska","Višje strokovno","Ženske",1020
"2410","2016/17","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2105
"2411","2016/17","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2741
"2412","2016/17","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",2736
"2413","2016/17","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",4016
"2414","2016/17","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",486
"2415","2016/17","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",957
"2416","2016/17","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",1740
"2417","2016/17","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2773
"2418","2016/17","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",385
"2419","2016/17","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",543
"2420","2016/17","Gorenjska","Višje strokovno","Moški",825
"2421","2016/17","Gorenjska","Višje strokovno","Ženske",570
"2422","2016/17","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",799
"2423","2016/17","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1073
"2424","2016/17","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",904
"2425","2016/17","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1484
"2426","2016/17","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",128
"2427","2016/17","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",346
"2428","2016/17","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",548
"2429","2016/17","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",951
"2430","2016/17","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",115
"2431","2016/17","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",96
"2432","2016/17","Primorsko-notranjska","Višje strokovno","Moški",164
"2433","2016/17","Primorsko-notranjska","Višje strokovno","Ženske",93
"2434","2016/17","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",235
"2435","2016/17","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",299
"2436","2016/17","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",187
"2437","2016/17","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",361
"2438","2016/17","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",25
"2439","2016/17","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",67
"2440","2016/17","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",136
"2441","2016/17","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",250
"2442","2016/17","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Moški",22
"2443","2016/17","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Ženske",30
"2444","2016/17","Goriška","Višje strokovno","Moški",333
"2445","2016/17","Goriška","Višje strokovno","Ženske",163
"2446","2016/17","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",545
"2447","2016/17","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",691
"2448","2016/17","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",602
"2449","2016/17","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1016
"2450","2016/17","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",70
"2451","2016/17","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",199
"2452","2016/17","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",371
"2453","2016/17","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",700
"2454","2016/17","Goriška","Doktorsko (3. bolonjska stopnja)","Moški",59
"2455","2016/17","Goriška","Doktorsko (3. bolonjska stopnja)","Ženske",61
"2456","2016/17","Obalno-kraška","Višje strokovno","Moški",181
"2457","2016/17","Obalno-kraška","Višje strokovno","Ženske",106
"2458","2016/17","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",435
"2459","2016/17","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",534
"2460","2016/17","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",435
"2461","2016/17","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",695
"2462","2016/17","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",61
"2463","2016/17","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",119
"2464","2016/17","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",311
"2465","2016/17","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",506
"2466","2016/17","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Moški",50
"2467","2016/17","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Ženske",61
"2468","2016/17","stalno bivališče neznano ali v tujini","Višje strokovno","Moški",152
"2469","2016/17","stalno bivališče neznano ali v tujini","Višje strokovno","Ženske",87
"2470","2016/17","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",223
"2471","2016/17","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",212
"2472","2016/17","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",447
"2473","2016/17","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",594
"2474","2016/17","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",82
"2475","2016/17","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",179
"2476","2016/17","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",376
"2477","2016/17","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",510
"2478","2016/17","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Moški",126
"2479","2016/17","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",102
"2480","2017/18","SLOVENIJA","Višje strokovno","Moški",6219
"2481","2017/18","SLOVENIJA","Višje strokovno","Ženske",4134
"2482","2017/18","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",8409
"2483","2017/18","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",10922
"2484","2017/18","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",8803
"2485","2017/18","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",13706
"2486","2017/18","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1440
"2487","2017/18","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",3247
"2488","2017/18","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",6315
"2489","2017/18","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",10515
"2490","2017/18","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1304
"2491","2017/18","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1520
"2492","2017/18","Pomurska","Višje strokovno","Moški",318
"2493","2017/18","Pomurska","Višje strokovno","Ženske",212
"2494","2017/18","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",383
"2495","2017/18","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",594
"2496","2017/18","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",375
"2497","2017/18","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",633
"2498","2017/18","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",69
"2499","2017/18","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",173
"2500","2017/18","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",267
"2501","2017/18","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",477
"2502","2017/18","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",52
"2503","2017/18","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",50
"2504","2017/18","Podravska","Višje strokovno","Moški",909
"2505","2017/18","Podravska","Višje strokovno","Ženske",770
"2506","2017/18","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1094
"2507","2017/18","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1539
"2508","2017/18","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1226
"2509","2017/18","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1716
"2510","2017/18","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",195
"2511","2017/18","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",364
"2512","2017/18","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",840
"2513","2017/18","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1372
"2514","2017/18","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",179
"2515","2017/18","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",176
"2516","2017/18","Koroška","Višje strokovno","Moški",255
"2517","2017/18","Koroška","Višje strokovno","Ženske",140
"2518","2017/18","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",287
"2519","2017/18","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",399
"2520","2017/18","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",301
"2521","2017/18","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",441
"2522","2017/18","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",46
"2523","2017/18","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",104
"2524","2017/18","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",214
"2525","2017/18","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",335
"2526","2017/18","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",32
"2527","2017/18","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",29
"2528","2017/18","Savinjska","Višje strokovno","Moški",810
"2529","2017/18","Savinjska","Višje strokovno","Ženske",510
"2530","2017/18","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1152
"2531","2017/18","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1518
"2532","2017/18","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",921
"2533","2017/18","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1546
"2534","2017/18","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",164
"2535","2017/18","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",374
"2536","2017/18","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",719
"2537","2017/18","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1251
"2538","2017/18","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",101
"2539","2017/18","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",127
"2540","2017/18","Zasavska","Višje strokovno","Moški",201
"2541","2017/18","Zasavska","Višje strokovno","Ženske",102
"2542","2017/18","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",255
"2543","2017/18","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",335
"2544","2017/18","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",184
"2545","2017/18","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",345
"2546","2017/18","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",32
"2547","2017/18","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",58
"2548","2017/18","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",145
"2549","2017/18","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",271
"2550","2017/18","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",24
"2551","2017/18","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",28
"2552","2017/18","Posavska","Višje strokovno","Moški",234
"2553","2017/18","Posavska","Višje strokovno","Ženske",153
"2554","2017/18","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",312
"2555","2017/18","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",409
"2556","2017/18","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",279
"2557","2017/18","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",452
"2558","2017/18","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",32
"2559","2017/18","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",83
"2560","2017/18","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",217
"2561","2017/18","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",349
"2562","2017/18","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",33
"2563","2017/18","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",37
"2564","2017/18","Jugovzhodna Slovenija","Višje strokovno","Moški",492
"2565","2017/18","Jugovzhodna Slovenija","Višje strokovno","Ženske",323
"2566","2017/18","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",584
"2567","2017/18","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",711
"2568","2017/18","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",514
"2569","2017/18","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",925
"2570","2017/18","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",93
"2571","2017/18","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",245
"2572","2017/18","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",416
"2573","2017/18","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",756
"2574","2017/18","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",69
"2575","2017/18","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",57
"2576","2017/18","Osrednjeslovenska","Višje strokovno","Moški",1416
"2577","2017/18","Osrednjeslovenska","Višje strokovno","Ženske",988
"2578","2017/18","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2108
"2579","2017/18","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2676
"2580","2017/18","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",2528
"2581","2017/18","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",3733
"2582","2017/18","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",450
"2583","2017/18","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",965
"2584","2017/18","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",1762
"2585","2017/18","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2782
"2586","2017/18","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",416
"2587","2017/18","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",622
"2588","2017/18","Gorenjska","Višje strokovno","Moški",745
"2589","2017/18","Gorenjska","Višje strokovno","Ženske",491
"2590","2017/18","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",810
"2591","2017/18","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1038
"2592","2017/18","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",842
